transect_id,pc_id,lat,lon,year,species_code,scientific_name,common_name,hab_type
POT338,POT338_2019PC1,17.39743397,-90.01065097,2019,melbla1,Dives dives,Melodious Blackbird,pasture
POT338,POT338_2019PC1,17.39743397,-90.01065097,2019,socfly1,Myiozetetes similis,Social Flycatcher,pasture
POT338,POT338_2019PC1,17.39743397,-90.01065097,2019,grycat,Dumetella carolinensis,Gray Catbird,pasture
POT338,POT338_2019PC1,17.39743397,-90.01065097,2019,blbgra1,Volatinia jacarina,Blue-black Grassquit,pasture
POT338,POT338_2019PC2,17.39760596,-90.00865499,2019,indbun,Passerina cyanea,Indigo Bunting,pasture
POT338,POT338_2019PC2,17.39760596,-90.00865499,2019,gycyel,Geothlypis poliocephala,Gray-crowned Yellowthroat,pasture
POT338,POT338_2019PC2,17.39760596,-90.00865499,2019,labwoo,Dryobates scalaris,Ladder-backed Woodpecker,pasture
POT338,POT338_2019PC2,17.39760596,-90.00865499,2019,blbgra1,Volatinia jacarina,Blue-black Grassquit,pasture
POT338,POT338_2019PC2,17.39760596,-90.00865499,2019,relpar10,Amazona autumnalis,Red-lored Amazon,pasture
POT338,POT338_2019PC2,17.39760596,-90.00865499,2019,brnjay,Cyanocorax morio,Brown Jay,pasture
POT338,POT338_2019PC3,17.398259,-90.00635499,2019,tromoc,Mimus gilvus,Tropical Mockingbird,pasture
POT338,POT338_2019PC3,17.398259,-90.00635499,2019,fotfly,Tyrannus savana,Fork-tailed Flycatcher,pasture
POT338,POT338_2019PC3,17.398259,-90.00635499,2019,whcsee1,Sporophila morelleti,Morelet's Seedeater,pasture
POT338,POT338_2019PC3,17.398259,-90.00635499,2019,blbgra1,Volatinia jacarina,Blue-black Grassquit,pasture
POT338,POT338_2019PC3,17.398259,-90.00635499,2019,indbun,Passerina cyanea,Indigo Bunting,pasture
POT338,POT338_2019PC3,17.398259,-90.00635499,2019,gycyel,Geothlypis poliocephala,Gray-crowned Yellowthroat,pasture
POT338,POT338_2019PC3,17.398259,-90.00635499,2019,leafly,Empidonax minimus,Least Flycatcher,pasture
POT338,POT338_2019PC4,17.399309,-90.00466897,2019,magwar,Setophaga magnolia,Magnolia Warbler,pasture
POT338,POT338_2019PC4,17.399309,-90.00466897,2019,grekis,Pitangus sulphuratus,Great Kiskadee,pasture
POT338,POT338_2019PC4,17.399309,-90.00466897,2019,brnjay,Cyanocorax morio,Brown Jay,pasture
POT338,POT338_2019PC4,17.399309,-90.00466897,2019,melbla1,Dives dives,Melodious Blackbird,pasture
POT338,POT338_2019PC4,17.399309,-90.00466897,2019,indbun,Passerina cyanea,Indigo Bunting,pasture
POT338,POT338_2019PC4,17.399309,-90.00466897,2019,spbwre1,Pheugopedius maculipectus,Spot-breasted Wren,pasture
POT338,POT338_2019PC4,17.399309,-90.00466897,2019,grycat,Dumetella carolinensis,Gray Catbird,pasture
POT338,POT338_2019PC4,17.399309,-90.00466897,2019,whevir,Vireo griseus,White-eyed Vireo,pasture
POT338,POT338_2019PC4,17.399309,-90.00466897,2019,blbgra1,Volatinia jacarina,Blue-black Grassquit,pasture
POT338,POT338_2019PC5,17.40051901,-90.00248498,2019,melbla1,Dives dives,Melodious Blackbird,pasture
POT338,POT338_2019PC5,17.40051901,-90.00248498,2019,relpar10,Amazona autumnalis,Red-lored Amazon,pasture
POT338,POT338_2019PC5,17.40051901,-90.00248498,2019,blbgra1,Volatinia jacarina,Blue-black Grassquit,pasture
POT338,POT338_2019PC5,17.40051901,-90.00248498,2019,indbun,Passerina cyanea,Indigo Bunting,pasture
POT338,POT338_2019PC5,17.40051901,-90.00248498,2019,yebcha,Icteria virens,Yellow-breasted Chat,pasture
POT338,POT338_2019PC5,17.40051901,-90.00248498,2019,comyel,Geothlypis trichas,Common Yellowthroat,pasture
POT338,POT338_2019PC5,17.40051901,-90.00248498,2019,yefgra1,Tiaris olivaceus,Yellow-faced Grassquit,pasture
POT338,POT338_2019PC5,17.40051901,-90.00248498,2019,trokin,Tyrannus melancholicus,Tropical Kingbird,pasture
POT338,POT338_2019PC5,17.40051901,-90.00248498,2019,grycat,Dumetella carolinensis,Gray Catbird,pasture
POT338,POT338_2019PC5,17.40051901,-90.00248498,2019,tromoc,Mimus gilvus,Tropical Mockingbird,pasture
POT338,POT338_2019PC5,17.40051901,-90.00248498,2019,whfpar1,Amazona albifrons,White-fronted Amazon,pasture
POT338,POT338_2019PC6,17.40040921,-89.99940061,2019,whfpar1,Amazona albifrons,White-fronted Amazon,pasture
POT338,POT338_2019PC6,17.40040921,-89.99940061,2019,mastit1,Tityra semifasciata,Masked Tityra,pasture
POT338,POT338_2019PC6,17.40040921,-89.99940061,2019,gofwoo,Melanerpes aurifrons,Golden-fronted Woodpecker,pasture
POT338,POT338_2019PC6,17.40040921,-89.99940061,2019,trokin,Tyrannus melancholicus,Tropical Kingbird,pasture
POT338,POT338_2019PC6,17.40040921,-89.99940061,2019,yetvir,Vireo flavifrons,Yellow-throated Vireo,pasture
POT338,POT338_2019PC6,17.40040921,-89.99940061,2019,whcsee1,Sporophila morelleti,Morelet's Seedeater,pasture
POT338,POT338_2019PC6,17.40040921,-89.99940061,2019,labwoo,Dryobates scalaris,Ladder-backed Woodpecker,pasture
POT338,POT338_2019PC6,17.40040921,-89.99940061,2019,blubun,Cyanocompsa parellina,Blue Bunting,pasture
POT338,POT338_2019PC6,17.40040921,-89.99940061,2019,blbgra1,Volatinia jacarina,Blue-black Grassquit,pasture
POT338,POT338_2019PC6,17.40040921,-89.99940061,2019,indbun,Passerina cyanea,Indigo Bunting,pasture
POT338,POT338_2019PC7,17.40048213,-89.99738401,2019,pbgdov1,Columbina minuta,Plain-breasted Ground Dove,pasture
POT338,POT338_2019PC7,17.40048213,-89.99738401,2019,manvir1,Vireo pallens,Mangrove Vireo,pasture
POT338,POT338_2019PC7,17.40048213,-89.99738401,2019,grekis,Pitangus sulphuratus,Great Kiskadee,pasture
POT338,POT338_2019PC7,17.40048213,-89.99738401,2019,blbgra1,Volatinia jacarina,Blue-black Grassquit,pasture
POT338,POT338_2019PC7,17.40048213,-89.99738401,2019,magwar,Setophaga magnolia,Magnolia Warbler,pasture
POT338,POT338_2019PC7,17.40048213,-89.99738401,2019,kebtou1,Ramphastos sulfuratus,Keel-billed Toucan,pasture
POT338,POT338_2019PC7,17.40048213,-89.99738401,2019,comyel,Geothlypis trichas,Common Yellowthroat,pasture
POT338,POT338_2019PC7,17.40048213,-89.99738401,2019,grycat,Dumetella carolinensis,Gray Catbird,pasture
POT338,POT338_2019PC7,17.40048213,-89.99738401,2019,turvul,Cathartes aura,Turkey Vulture,pasture
POT338,POT338_2019PC7,17.40048213,-89.99738401,2019,greela,Myiopagis viridicata,Greenish Elaenia,pasture
POT338,POT338_2019PC7,17.40048213,-89.99738401,2019,rthhum,Archilochus colubris,Ruby-throated Hummingbird,pasture
POT338,POT338_2019PC6,17.40040921,-89.99940061,2019,yelwar1,Setophaga aestiva,Northern Yellow Warbler,pasture
POT338,POT338_2019PC5,17.40051901,-90.00248498,2019,grekis,Pitangus sulphuratus,Great Kiskadee,pasture
POT338,POT338_2019PC5,17.40051901,-90.00248498,2019,woosto,Mycteria americana,Wood Stork,pasture
POT338,POT338_2019PC5,17.40051901,-90.00248498,2019,blkvul,Coragyps atratus,Black Vulture,pasture
POT338,POT338_2019PC4,17.399309,-90.00466897,2019,whtkit,Elanus leucurus,White-tailed Kite,pasture
POT338,POT338_2019PC4,17.399309,-90.00466897,2019,blkvul,Coragyps atratus,Black Vulture,pasture
POT338,POT338_2019PC4,17.399309,-90.00466897,2019,gofwoo,Melanerpes aurifrons,Golden-fronted Woodpecker,pasture
POT338,POT338_2019PC3,17.398259,-90.00635499,2019,labwoo,Dryobates scalaris,Ladder-backed Woodpecker,pasture
POT338,POT338_2019PC3,17.398259,-90.00635499,2019,whtkit,Elanus leucurus,White-tailed Kite,pasture
POT338,POT338_2019PC2,17.39760596,-90.00865499,2019,nrwswa,Stelgidopteryx serripennis,Northern Rough-winged Swallow,pasture
POT338,POT338_2019PC1,17.39743397,-90.01065097,2019,comyel,Geothlypis trichas,Common Yellowthroat,pasture
POT338,POT338_2019PC1,17.39743397,-90.01065097,2019,yelwar1,Setophaga aestiva,Northern Yellow Warbler,pasture
POT338,POT338_2019PC1,17.39743397,-90.01065097,2019,gycyel,Geothlypis poliocephala,Gray-crowned Yellowthroat,pasture
POT338,POT338_2019PC1,17.39743397,-90.01065097,2019,whcsee1,Sporophila morelleti,Morelet's Seedeater,pasture
POT338,POT338_2019PC1,17.39743397,-90.01065097,2019,grasal2,Saltator grandis,Cinnamon-bellied Saltator,pasture
POT338,POT338_2019PC1,17.39743397,-90.01065097,2019,brnjay,Cyanocorax morio,Brown Jay,pasture
POT338,POT338_2019PC1,17.39743397,-90.01065097,2019,whbwre1,Uropsila leucogastra,White-bellied Wren,pasture
POT338,POT338_2019PC1,17.39743397,-90.01065097,2019,yefgra1,Tiaris olivaceus,Yellow-faced Grassquit,pasture
POT338,POT338_2019PC1,17.39743397,-90.01065097,2019,rthhum,Archilochus colubris,Ruby-throated Hummingbird,pasture
POT338,POT338_2019PC1,17.39743397,-90.01065097,2019,grbani,Crotophaga sulcirostris,Groove-billed Ani,pasture
POT338,POT338_2019PC2,17.39760596,-90.00865499,2019,whcsee1,Sporophila morelleti,Morelet's Seedeater,pasture
POT338,POT338_2019PC2,17.39760596,-90.00865499,2019,comyel,Geothlypis trichas,Common Yellowthroat,pasture
POT338,POT338_2019PC2,17.39760596,-90.00865499,2019,yefgra1,Tiaris olivaceus,Yellow-faced Grassquit,pasture
POT338,POT338_2019PC3,17.398259,-90.00635499,2019,brnjay,Cyanocorax morio,Brown Jay,pasture
POT338,POT338_2019PC4,17.399309,-90.00466897,2019,yebela1,Elaenia flavogaster,Yellow-bellied Elaenia,pasture
POT338,POT338_2019PC4,17.399309,-90.00466897,2019,clcrob,Turdus grayi,Clay-colored Thrush,pasture
POT338,POT338_2019PC4,17.399309,-90.00466897,2019,yebcha,Icteria virens,Yellow-breasted Chat,pasture
POT338,POT338_2019PC4,17.399309,-90.00466897,2019,orcori,Icterus spurius,Orchard Oriole,pasture
POT338,POT338_2019PC4,17.399309,-90.00466897,2019,rthhum,Archilochus colubris,Ruby-throated Hummingbird,pasture
POT338,POT338_2019PC4,17.399309,-90.00466897,2019,linwoo1,Dryocopus lineatus,Lineated Woodpecker,pasture
POT338,POT338_2019PC4,17.399309,-90.00466897,2019,grbani,Crotophaga sulcirostris,Groove-billed Ani,pasture
POT338,POT338_2019PC5,17.40051901,-90.00248498,2019,whcsee1,Sporophila morelleti,Morelet's Seedeater,pasture
POT338,POT338_2019PC6,17.40040921,-89.99940061,2019,nrwswa,Stelgidopteryx serripennis,Northern Rough-winged Swallow,pasture
POT338,POT338_2019PC7,17.40048213,-89.99738401,2019,nrwswa,Stelgidopteryx serripennis,Northern Rough-winged Swallow,pasture
POT338,POT338_2019PC7,17.40048213,-89.99738401,2019,whfpar1,Amazona albifrons,White-fronted Amazon,pasture
POT338,POT338_2019PC7,17.40048213,-89.99738401,2019,whcsee1,Sporophila morelleti,Morelet's Seedeater,pasture
POT338,POT338_2019PC7,17.40048213,-89.99738401,2019,indbun,Passerina cyanea,Indigo Bunting,pasture
POT338,POT338_2019PC6,17.40040921,-89.99940061,2019,socfly1,Myiozetetes similis,Social Flycatcher,pasture
POT338,POT338_2019PC6,17.40040921,-89.99940061,2019,bncfly,Myiarchus tyrannulus,Brown-crested Flycatcher,pasture
POT338,POT338_2019PC5,17.40051901,-90.00248498,2019,gycyel,Geothlypis poliocephala,Gray-crowned Yellowthroat,pasture
POT338,POT338_2019PC4,17.399309,-90.00466897,2019,comyel,Geothlypis trichas,Common Yellowthroat,pasture
POT338,POT338_2019PC3,17.398259,-90.00635499,2019,comyel,Geothlypis trichas,Common Yellowthroat,pasture
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,gofwoo,Melanerpes aurifrons,Golden-fronted Woodpecker,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,kebtou1,Ramphastos sulfuratus,Keel-billed Toucan,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,whtdov,Leptotila verreauxi,White-tipped Dove,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,rebpig1,Patagioenas flavirostris,Red-billed Pigeon,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,thitin1,Crypturellus cinnamomeus,Thicket Tinamou,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,rtatan1,Driophlox fuscicauda,Red-throated Ant-Tanager,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,socfly1,Myiozetetes similis,Social Flycatcher,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,grycat,Dumetella carolinensis,Gray Catbird,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,rutjac1,Galbula ruficauda,Rufous-tailed Jacamar,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,yelwar1,Setophaga aestiva,Northern Yellow Warbler,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,linwoo1,Dryocopus lineatus,Lineated Woodpecker,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,brnjay,Cyanocorax morio,Brown Jay,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,clcrob,Turdus grayi,Clay-colored Thrush,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,whevir,Vireo griseus,White-eyed Vireo,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,norben1,Oncostoma cinereigulare,Northern Bentbill,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,wetsab1,Pampa curvipennis,Wedge-tailed Sabrewing,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,yucfly1,Myiarchus yucatanensis,Yucatan Flycatcher,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,grycat,Dumetella carolinensis,Gray Catbird,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,clcrob,Turdus grayi,Clay-colored Thrush,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,brnjay,Cyanocorax morio,Brown Jay,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,thitin1,Crypturellus cinnamomeus,Thicket Tinamou,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,kenwar,Geothlypis formosa,Kentucky Warbler,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,whtdov,Leptotila verreauxi,White-tipped Dove,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,blhtro1,Trogon melanocephalus,Black-headed Trogon,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,tacgre2,Tunchiornis ochraceiceps,Ochre-crowned Greenlet,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,lesgre1,Pachysylvia decurtata,Lesser Greenlet,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,socfly1,Myiozetetes similis,Social Flycatcher,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,whevir,Vireo griseus,White-eyed Vireo,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,magwar,Setophaga magnolia,Magnolia Warbler,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,yucwoo,Melanerpes pygmaeus,Yucatan Woodpecker,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,kebtou1,Ramphastos sulfuratus,Keel-billed Toucan,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,bkfant2,Formicarius moniliger,Mayan Antthrush,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,thitin1,Crypturellus cinnamomeus,Thicket Tinamou,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,grycat,Dumetella carolinensis,Gray Catbird,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,kebtou1,Ramphastos sulfuratus,Keel-billed Toucan,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,clcrob,Turdus grayi,Clay-colored Thrush,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,yucwoo,Melanerpes pygmaeus,Yucatan Woodpecker,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,relpar10,Amazona autumnalis,Red-lored Amazon,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,whfpar1,Amazona albifrons,White-fronted Amazon,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,rudwoo1,Dendrocincla homochroa,Ruddy Woodcreeper,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,colara2,Pteroglossus torquatus,Collared Aracari,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,manvir1,Vireo pallens,Mangrove Vireo,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,thlsch2,Schiffornis veraepacis,Northern Schiffornis,forest
BOS399,BOS399_PC4,17.37356801,-90.000215,2019,kebtou1,Ramphastos sulfuratus,Keel-billed Toucan,forest
BOS399,BOS399_PC4,17.37356801,-90.000215,2019,stther2,Phaethornis striigularis,Stripe-throated Hermit,forest
BOS399,BOS399_PC4,17.37356801,-90.000215,2019,whtdov,Leptotila verreauxi,White-tipped Dove,forest
BOS399,BOS399_PC4,17.37356801,-90.000215,2019,clcrob,Turdus grayi,Clay-colored Thrush,forest
BOS399,BOS399_PC4,17.37356801,-90.000215,2019,yucfly1,Myiarchus yucatanensis,Yucatan Flycatcher,forest
BOS399,BOS399_PC4,17.37356801,-90.000215,2019,thitin1,Crypturellus cinnamomeus,Thicket Tinamou,forest
BOS399,BOS399_PC4,17.37356801,-90.000215,2019,gofwoo,Melanerpes aurifrons,Golden-fronted Woodpecker,forest
BOS399,BOS399_PC4,17.37356801,-90.000215,2019,grycat,Dumetella carolinensis,Gray Catbird,forest
BOS399,BOS399_PC4,17.37356801,-90.000215,2019,bkfant2,Formicarius moniliger,Mayan Antthrush,forest
BOS399,BOS399_PC5,17.37210503,-89.99858798,2019,ivbwoo1,Xiphorhynchus flavigaster,Ivory-billed Woodcreeper,forest
BOS399,BOS399_PC5,17.37210503,-89.99858798,2019,relpar10,Amazona autumnalis,Red-lored Amazon,forest
BOS399,BOS399_PC5,17.37210503,-89.99858798,2019,yucwoo,Melanerpes pygmaeus,Yucatan Woodpecker,forest
BOS399,BOS399_PC5,17.37210503,-89.99858798,2019,gofwoo,Melanerpes aurifrons,Golden-fronted Woodpecker,forest
BOS399,BOS399_PC5,17.37210503,-89.99858798,2019,bkfant2,Formicarius moniliger,Mayan Antthrush,forest
BOS399,BOS399_PC5,17.37210503,-89.99858798,2019,squcuc1,Piaya cayana,Common Squirrel-Cuckoo,forest
BOS399,BOS399_PC5,17.37210503,-89.99858798,2019,grycat,Dumetella carolinensis,Gray Catbird,forest
BOS399,BOS399_PC5,17.37210503,-89.99858798,2019,clcrob,Turdus grayi,Clay-colored Thrush,forest
BOS399,BOS399_PC5,17.37210503,-89.99858798,2019,btstan1,Lanio aurantius,Black-throated Shrike-Tanager,forest
BOS399,BOS399_PC5,17.37210503,-89.99858798,2019,woothr,Hylocichla mustelina,Wood Thrush,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,grbspa1,Arremonops chloronotus,Green-backed Sparrow,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,clcrob,Turdus grayi,Clay-colored Thrush,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,whevir,Vireo griseus,White-eyed Vireo,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,grycat,Dumetella carolinensis,Gray Catbird,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,goowoo1,Colaptes rubiginosus,Golden-olive Woodpecker,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,magwar,Setophaga magnolia,Magnolia Warbler,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,tacgre2,Tunchiornis ochraceiceps,Ochre-crowned Greenlet,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,lobgna5,Ramphocaenus melanurus,Long-billed Gnatwren,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,oltpar1,Eupsittula nana,Olive-throated Parakeet,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,norben1,Oncostoma cinereigulare,Northern Bentbill,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,placha,Ortalis vetula,Plain Chachalaca,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,thlsch2,Schiffornis veraepacis,Northern Schiffornis,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,yucfly1,Myiarchus yucatanensis,Yucatan Flycatcher,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,blhtro1,Trogon melanocephalus,Black-headed Trogon,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,brnjay,Cyanocorax morio,Brown Jay,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,mastit1,Tityra semifasciata,Masked Tityra,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,whcpar,Pionus senilis,White-crowned Parrot,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,relpar10,Amazona autumnalis,Red-lored Amazon,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,gofwoo,Melanerpes aurifrons,Golden-fronted Woodpecker,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,kebtou1,Ramphastos sulfuratus,Keel-billed Toucan,forest
BOS399,BOS399_PC6,17.37300499,-89.99692099,2019,sttspa1,Platyrinchus cancrominus,Stub-tailed Spadebill,forest
BOS399,BOS399_PC5,17.37210503,-89.99858798,2019,hoowar,Setophaga citrina,Hooded Warbler,forest
BOS399,BOS399_PC5,17.37210503,-89.99858798,2019,lobgna5,Ramphocaenus melanurus,Long-billed Gnatwren,forest
BOS399,BOS399_PC5,17.37210503,-89.99858798,2019,yucfly1,Myiarchus yucatanensis,Yucatan Flycatcher,forest
BOS399,BOS399_PC5,17.37210503,-89.99858798,2019,norben1,Oncostoma cinereigulare,Northern Bentbill,forest
BOS399,BOS399_PC5,17.37210503,-89.99858798,2019,whevir,Vireo griseus,White-eyed Vireo,forest
BOS399,BOS399_PC5,17.37210503,-89.99858798,2019,magwar,Setophaga magnolia,Magnolia Warbler,forest
BOS399,BOS399_PC4,17.37356801,-90.000215,2019,spbwre1,Pheugopedius maculipectus,Spot-breasted Wren,forest
BOS399,BOS399_PC4,17.37356801,-90.000215,2019,thlsch2,Schiffornis veraepacis,Northern Schiffornis,forest
BOS399,BOS399_PC4,17.37356801,-90.000215,2019,bkcori,Icterus prosthemelas,Black-cowled Oriole,forest
BOS399,BOS399_PC4,17.37356801,-90.000215,2019,yetvir,Vireo flavifrons,Yellow-throated Vireo,forest
BOS399,BOS399_PC4,17.37356801,-90.000215,2019,bawwar,Mniotilta varia,Black-and-white Warbler,forest
BOS399,BOS399_PC4,17.37356801,-90.000215,2019,rtlhum,Amazilia tzacatl,Rufous-tailed Hummingbird,forest
BOS399,BOS399_PC4,17.37356801,-90.000215,2019,yeofly1,Tolmomyias sulphurescens,Yellow-olive Flatbill,forest
BOS399,BOS399_PC4,17.37356801,-90.000215,2019,rtatan1,Driophlox fuscicauda,Red-throated Ant-Tanager,forest
BOS399,BOS399_PC4,17.37356801,-90.000215,2019,bobfly1,Megarynchus pitangua,Boat-billed Flycatcher,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,squcuc1,Piaya cayana,Common Squirrel-Cuckoo,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,brnjay,Cyanocorax morio,Brown Jay,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,blhtro1,Trogon melanocephalus,Black-headed Trogon,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,yucfly1,Myiarchus yucatanensis,Yucatan Flycatcher,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,grtcha1,Granatellus sallaei,Gray-throated Chat,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,norben1,Oncostoma cinereigulare,Northern Bentbill,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,rotbec,Pachyramphus aglaiae,Rose-throated Becard,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,yelwar1,Setophaga aestiva,Northern Yellow Warbler,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,yebcac1,Amblycercus holosericeus,Yellow-billed Cacique,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,yeofly1,Tolmomyias sulphurescens,Yellow-olive Flatbill,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,woothr,Hylocichla mustelina,Wood Thrush,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,yeofly1,Tolmomyias sulphurescens,Yellow-olive Flatbill,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,tacgre2,Tunchiornis ochraceiceps,Ochre-crowned Greenlet,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,whbwre1,Uropsila leucogastra,White-bellied Wren,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,whbeme1,Chlorestes candida,White-bellied Emerald,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,yucfly1,Myiarchus yucatanensis,Yucatan Flycatcher,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,magwar,Setophaga magnolia,Magnolia Warbler,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,recman1,Ceratopipra mentalis,Red-capped Manakin,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,ducfly,Myiarchus tuberculifer,Dusky-capped Flycatcher,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,grbspa1,Arremonops chloronotus,Green-backed Sparrow,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,kenwar,Geothlypis formosa,Kentucky Warbler,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,blhtro1,Trogon melanocephalus,Black-headed Trogon,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,greela,Myiopagis viridicata,Greenish Elaenia,forest
BOS399,BOS399_PC1,17.37835499,-89.99602597,2019,goowoo1,Colaptes rubiginosus,Golden-olive Woodpecker,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,whfpar1,Amazona albifrons,White-fronted Amazon,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,hoowar,Setophaga citrina,Hooded Warbler,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,relpar10,Amazona autumnalis,Red-lored Amazon,forest
BOS399,BOS399_PC2,17.37688104,-89.99788198,2019,rudwoo1,Dendrocincla homochroa,Ruddy Woodcreeper,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,oliwoo1,Sittasomus griseicapillus,Olivaceous Woodcreeper,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,greela,Myiopagis viridicata,Greenish Elaenia,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,oltpar1,Eupsittula nana,Olive-throated Parakeet,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,mastit1,Tityra semifasciata,Masked Tityra,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,lesgre1,Pachysylvia decurtata,Lesser Greenlet,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,ducfly,Myiarchus tuberculifer,Dusky-capped Flycatcher,forest
BOS399,BOS399_PC3,17.37552803,-89.99950304,2019,sttspa1,Platyrinchus cancrominus,Stub-tailed Spadebill,forest
